(1, 47.25099992752075)
(2, 47.47699999809265)
(3, 47.72199988365173)
(2, 48.60899996757507)
(0, 48.876999855041504)
(1, 49.098000049591064)
(2, 49.270999908447266)
(3, 49.598999977111816)
(0, 53.26099991798401)
(1, 54.13800001144409)
(2, 54.431999921798706)
(3, 54.645999908447266)
(2, 54.86699986457825)
(1, 55.11899995803833)
(0, 56.07299995422363)
(1, 56.25099992752075)
(2, 56.46499991416931)
(3, 56.6949999332428)
(2, 56.97000002861023)
(1, 57.444000005722046)
(0, 57.89999985694885)
(1, 58.300999879837036)
(2, 58.7979998588562)
(3, 59.22199988365173)
(2, 59.67400002479553)
(1, 60.14699983596802)
(0, 60.67199993133545)
(1, 61.544999837875366)
(2, 61.7979998588562)
(0, 62.026999950408936)
(3, 62.25099992752075)
(2, 62.52799987792969)
(3, 63.419999837875366)
(2, 63.64400005340576)
(1, 63.87100005149841)
(0, 64.10099983215332)
(1, 64.37399983406067)
(0, 66.1710000038147)
(1, 66.57500004768372)
(2, 67.03399991989136)
(3, 67.5019998550415)
(2, 67.98899984359741)
(2, 73.44700002670288)
(3, 73.68299984931946)
(2, 78.72899985313416)
(3, 78.82299995422363)
(1, 82.72099995613098)
(0, 82.9689998626709)
(2, 85.22000002861023)
(3, 85.51999998092651)
(2, 85.86199998855591)
(1, 85.99499988555908)
(2, 86.22399997711182)
(0, 87.14800000190735)
(1, 87.42700004577637)
(2, 87.76999998092651)
(1, 87.88100004196167)
(2, 88.10899996757507)
(3, 88.85599994659424)
(2, 89.20499992370605)
(1, 89.61999988555908)
(0, 89.75)
(1, 89.97000002861023)
(2, 90.41999983787537)
(3, 90.82200002670288)
(2, 91.2519998550415)
(1, 91.70000004768372)
(0, 92.19400000572205)
(1, 92.61899995803833)
(2, 93.0609998703003)
(0, 93.82399988174438)
(1, 94.02699995040894)
(2, 94.4210000038147)
(3, 94.88800001144409)
(2, 95.31799983978271)
(1, 95.84500002861023)
(0, 96.32099986076355)
(1, 96.77199983596802)
(0, 97.50099992752075)
(1, 97.69400000572205)
(2, 98.1489999294281)
(3, 98.57299995422363)
(2, 99.04399991035461)
(1, 99.5939998626709)
(0, 103.47599983215332)
(1, 103.68499994277954)
(2, 103.94799995422363)
(3, 104.22000002861023)
(2, 104.49499988555908)
(1, 104.84599995613098)
(0, 105.09500002861023)
(1, 105.29499983787537)
(0, 105.45099997520447)
(2, 108.01399993896484)
(3, 108.20000004768372)
(2, 108.5329999923706)
(1, 108.78799986839294)
(0, 109.41899991035461)
(1, 109.67199993133545)
(2, 110.57699990272522)
(3, 111.31500005722046)
(2, 111.57200002670288)
(1, 111.9449999332428)
(0, 112.22000002861023)
(1, 112.49899983406067)
(2, 112.64400005340576)
(0, 115.17199993133545)
(1, 115.72000002861023)
(2, 116.19599986076355)
(3, 116.94899988174438)
(2, 117.16299986839294)
(1, 117.47699999809265)
(0, 117.87599992752075)
(1, 118.65599989891052)
(2, 118.94799995422363)
(3, 119.19700002670288)
(2, 119.40100002288818)
(1, 119.62800002098083)
(2, 119.79299998283386)
(0, 120.68799996376038)
(1, 120.85099983215332)
(2, 121.04999995231628)
(3, 121.24499988555908)
(2, 121.54699993133545)
(0, 122.47000002861023)
(1, 122.71099996566772)
(2, 122.97000002861023)
(3, 123.19899988174438)
(2, 123.4359998703003)
(0, 124.32200002670288)
(1, 124.53999996185303)
(2, 124.9689998626709)
(3, 125.29399991035461)
(2, 125.72300004959106)
(1, 126.19799995422363)
(0, 126.62199997901917)
(1, 127.05799984931946)
(2, 127.53499984741211)
(3, 127.98699998855591)
(2, 128.39699983596802)
(0, 128.90100002288818)
(1, 129.81699991226196)
(2, 130.10999989509583)
(0, 130.34099984169006)
(3, 130.57299995422363)
(1, 130.82800006866455)
(2, 131.4539999961853)
(0, 131.9630000591278)
(3, 132.20000004768372)
(1, 132.3769998550415)
(2, 132.635999917984)
(3, 134.52600002288818)
(2, 134.92599987983704)
(1, 135.32699990272522)
(0, 135.85599994659424)
(1, 136.28799986839294)
(3, 138.16400003433228)
(2, 138.7829999923706)
(3, 139.04099988937378)
(2, 139.26600003242493)
(1, 139.53900003433228)
(0, 139.76199984550476)
(1, 140.0420000553131)
(3, 141.78900003433228)
(2, 142.2130000591278)
(1, 142.68700003623962)
(0, 143.1399998664856)
(1, 143.69899988174438)
(0, 145.78799986839294)
(1, 146.44799995422363)
(2, 146.67400002479553)
(3, 146.97599983215332)
(2, 147.3619999885559)
(0, 147.8309998512268)
(1, 147.9779999256134)
