(1, 62.305999994277954)
(3, 63.20900011062622)
(2, 63.462000131607056)
(1, 63.70900011062622)
(0, 63.97499990463257)
(1, 64.1579999923706)
(0, 64.35800004005432)
(2, 64.80900001525879)
(3, 65.30900001525879)
(2, 65.75600004196167)
(1, 65.8840000629425)
(3, 66.10899996757507)
(0, 66.26099991798401)
(2, 66.50600004196167)
(1, 66.8289999961853)
(3, 67.41000008583069)
(3, 67.6560001373291)
(2, 67.90899991989136)
(0, 68.17900013923645)
(3, 68.45799994468689)
(1, 68.70799994468689)
(2, 68.98799991607666)
(0, 69.51200008392334)
(0, 69.6560001373291)
(3, 69.97499990463257)
(1, 70.16300010681152)
(2, 70.45900011062622)
(0, 70.66199994087219)
(3, 71.02999997138977)
(3, 71.16100001335144)
(0, 71.31500005722046)
(3, 71.55999994277954)
(3, 71.67799997329712)
(0, 71.81299996376038)
(1, 72.10899996757507)
(1, 72.26200008392334)
(2, 72.52900004386902)
(1, 72.6340000629425)
(2, 72.86199998855591)
(1, 73.66000008583069)
(2, 73.80599999427795)
(0, 74.0699999332428)
(3, 74.15499997138977)
(1, 74.46799993515015)
(2, 74.81100010871887)
(0, 74.96000003814697)
(2, 75.45900011062622)
(3, 75.73099994659424)
(2, 76.00800013542175)
(0, 76.26099991798401)
(1, 76.5680000782013)
(3, 76.70799994468689)
(0, 76.86299991607666)
(2, 77.15899991989136)
(3, 77.35599994659424)
(0, 78.36100006103516)
(1, 78.62700009346008)
(2, 78.88700008392334)
(3, 79.11100006103516)
(3, 79.66000008583069)
(3, 80.34999990463257)
(2, 80.86199998855591)
(3, 81.4850001335144)
(2, 81.875)
(1, 82.21900010108948)
(0, 82.53699994087219)
(1, 82.96099996566772)
(2, 83.20900011062622)
(3, 83.71099996566772)
(3, 84.55800008773804)
(2, 85.21300005912781)
(3, 85.66000008583069)
(2, 86.10800004005432)
(1, 86.41700005531311)
(0, 86.66199994087219)
(1, 87.16000008583069)
(2, 87.41300010681152)
(0, 87.95799994468689)
(3, 88.41300010681152)
(1, 88.81299996376038)
(2, 89.20799994468689)
(0, 89.82100009918213)
(3, 90.37800002098083)
(0, 90.54200005531311)
(1, 90.85599994659424)
(2, 91.30900001525879)
(0, 91.56200003623962)
(1, 92.12700009346008)
(2, 92.50500011444092)
(0, 92.9079999923706)
(3, 93.45600008964539)
(1, 94.16300010681152)
(2, 94.56900000572205)
(1, 94.65100002288818)
(0, 95.0680000782013)
(2, 95.46099996566772)
(3, 95.86700010299683)
(1, 96.35500001907349)
(2, 96.35500001907349)
(0, 97.11100006103516)
(3, 97.17600011825562)
(1, 97.70799994468689)
(2, 98.16199994087219)
(3, 98.64499998092651)
(2, 98.90899991989136)
(1, 99.20900011062622)
(0, 99.61400008201599)
(3, 99.9060001373291)
(0, 100.51900005340576)
(2, 100.51900005340576)
(1, 101.2720000743866)
(3, 101.33800005912781)
(2, 101.81200003623962)
(3, 102.32299995422363)
(2, 102.76500010490417)
(1, 103.05900001525879)
(0, 103.4079999923706)
(2, 103.7590000629425)
(3, 104.0640001296997)
(0, 104.70900011062622)
(1, 105.03699994087219)
(2, 105.46300005912781)
(3, 105.90700006484985)
(3, 106.56200003623962)
(2, 106.98699998855591)
(1, 107.11299991607666)
(0, 107.35599994659424)
(2, 107.96200013160706)
(3, 108.26900005340576)
(2, 108.85700011253357)
(3, 109.24300003051758)
(2, 109.60800004005432)
(0, 110.10800004005432)
(3, 110.71099996566772)
(2, 111.20900011062622)
(3, 111.37599992752075)
(2, 111.75500011444092)
(1, 112.15700006484985)
(0, 112.50699996948242)
(3, 113.10800004005432)
(3, 114.00999999046326)
(3, 116.15899991989136)
(2, 116.46099996566772)
(1, 116.64300012588501)
(0, 116.70600008964539)
(2, 117.04900002479553)
(3, 121.4060001373291)
