(3, 53.21399998664856)
(2, 53.413999795913696)
(0, 56.763999938964844)
(1, 56.96299982070923)
(2, 57.222999811172485)
(3, 57.46999979019165)
(2, 57.86299991607666)
(0, 58.162999868392944)
(1, 58.3289999961853)
(2, 58.51300001144409)
(3, 58.71399998664856)
(3, 59.61399984359741)
(2, 59.913999795913696)
(1, 60.263999938964844)
(0, 60.61399984359741)
(1, 60.913999795913696)
(2, 61.10199999809265)
(3, 61.26300001144409)
(2, 61.46299982070923)
(3, 62.276999950408936)
(2, 62.66599988937378)
(1, 63.013999938964844)
(0, 63.36299991607666)
(1, 63.71499991416931)
(2, 63.912999868392944)
(0, 64.06399989128113)
(3, 64.26399993896484)
(0, 67.1639997959137)
(1, 67.3420000076294)
(2, 67.66299986839294)
(1, 68.01300001144409)
(2, 68.32399988174438)
(3, 68.71299982070923)
(3, 69.76300001144409)
(2, 70.01300001144409)
(1, 70.36399984359741)
(0, 70.67699980735779)
(1, 70.9689998626709)
(2, 71.31299996376038)
(0, 72.46299982070923)
(1, 72.81299996376038)
(2, 73.16599988937378)
(3, 73.36099982261658)
(0, 74.01300001144409)
(1, 74.1639997959137)
(2, 74.43899989128113)
(3, 74.77300000190735)
(3, 75.26399993896484)
(2, 75.51399993896484)
(0, 75.81299996376038)
(1, 75.91499996185303)
(2, 76.29699993133545)
(3, 76.47199988365173)
(2, 76.81299996376038)
(0, 77.9670000076294)
(1, 78.31299996376038)
(2, 78.56699991226196)
(3, 78.86899995803833)
(2, 79.20899987220764)
(0, 79.53599977493286)
(1, 79.70799994468689)
(2, 79.86399984359741)
(3, 80.29099988937378)
(3, 80.77899980545044)
(2, 81.01300001144409)
(1, 81.7759997844696)
(0, 82.11399984359741)
(1, 82.26300001144409)
(2, 83.51599979400635)
(3, 83.76399993896484)
(2, 84.06399989128113)
(0, 84.4139997959137)
(1, 84.86399984359741)
(2, 85.11299991607666)
(3, 85.41299986839294)
(0, 85.76399993896484)
(1, 85.92199993133545)
(2, 86.26399993896484)
(3, 86.46299982070923)
(3, 87.61399984359741)
(2, 87.91299986839294)
(3, 88.11399984359741)
(2, 88.56399989128113)
(0, 91.81399989128113)
(1, 92.12099981307983)
(2, 92.46399998664856)
(3, 92.81399989128113)
(3, 93.31399989128113)
(3, 94.51300001144409)
(2, 94.86500000953674)
(1, 95.21299982070923)
(0, 95.6159999370575)
(1, 95.91299986839294)
(0, 96.31499981880188)
(0, 97.31399989128113)
(1, 97.61399984359741)
(2, 97.96799993515015)
(3, 98.41599988937378)
(3, 98.9670000076294)
(3, 100.0719997882843)
(2, 100.42999982833862)
(1, 100.76399993896484)
(0, 101.11399984359741)
(1, 101.46299982070923)
(0, 101.81399989128113)
(0, 102.8659999370575)
(1, 103.17999982833862)
(2, 103.51399993896484)
(3, 103.86399984359741)
(3, 104.4139997959137)
(3, 105.56399989128113)
(2, 105.867999792099)
(1, 106.09899997711182)
(0, 106.4139997959137)
(1, 106.7649998664856)
(2, 107.11399984359741)
(3, 107.46399998664856)
(2, 107.81399989128113)
(0, 107.99899983406067)
(1, 108.36299991607666)
(2, 108.55199980735779)
(3, 111.81499981880188)
(2, 112.04299998283386)
(1, 112.36299991607666)
(0, 112.66599988937378)
(1, 112.99499988555908)
(2, 113.31399989128113)
(3, 113.51300001144409)
(2, 113.72599983215332)
(3, 113.91599988937378)
(0, 114.71399998664856)
(1, 115.02199983596802)
(2, 115.36399984359741)
(3, 115.72099995613098)
(2, 116.06299996376038)
(0, 116.22699999809265)
(1, 116.42999982833862)
(2, 116.56599998474121)
(3, 117.41599988937378)
(2, 117.78599977493286)
(0, 118.11399984359741)
(1, 118.51399993896484)
(2, 118.86399984359741)
(0, 119.01399993896484)
(1, 119.20699977874756)
(3, 119.4139997959137)
(3, 120.21399998664856)
(2, 120.56499981880188)
(1, 120.9139997959137)
(0, 121.26399993896484)
(1, 121.61699986457825)
(2, 121.77699995040894)
(3, 121.96199989318848)
(2, 122.21599984169006)
(0, 122.91899991035461)
(1, 123.31299996376038)
(2, 123.66899991035461)
(3, 123.96299982070923)
(0, 124.36500000953674)
(1, 124.60599994659424)
(2, 124.80399990081787)
(2, 125.00299978256226)
(1, 125.21299982070923)
(1, 125.46799993515015)
(2, 125.71299982070923)
(1, 125.86500000953674)
(2, 126.24699997901917)
(2, 126.36399984359741)
(1, 126.62899994850159)
(3, 127.1159999370575)
(0, 127.36500000953674)
(0, 127.61399984359741)
(2, 127.8199999332428)
(1, 127.97499990463257)
(1, 128.27899980545044)
(3, 128.49799990653992)
(0, 128.71999979019165)
(0, 128.96399998664856)
(2, 129.16299986839294)
(1, 129.4009997844696)
(3, 129.8639998435974)
(0, 130.0809998512268)
(0, 130.3639998435974)
(2, 130.56699991226196)
(1, 130.76399993896484)
(1, 130.99399995803833)
(3, 131.2149999141693)
(0, 131.4579999446869)
(0, 131.71399998664856)
(2, 131.95299983024597)
(1, 132.1639997959137)
(1, 132.37199997901917)
(3, 132.57299995422363)
(2, 132.86500000953674)
(0, 133.41699981689453)
(1, 133.56399989128113)
(2, 133.76799988746643)
(3, 134.02099990844727)
(2, 134.21299982070923)
(0, 134.5699999332428)
(1, 134.8639998435974)
(2, 135.28199982643127)
(3, 135.5019998550415)
(2, 135.8639998435974)
(0, 138.16299986839294)
(1, 138.31399989128113)
(0, 139.51399993896484)
(1, 139.6729998588562)
(2, 140.11899995803833)
(3, 140.3219997882843)
(2, 140.4869999885559)
(0, 140.74699997901917)
(1, 140.96799993515015)
(2, 141.1139998435974)
(3, 141.41299986839294)
(2, 141.56399989128113)
(0, 144.96999979019165)
(1, 145.1139998435974)
(2, 145.4139997959137)
(3, 145.71399998664856)
(2, 146.1139998435974)
(0, 146.4139997959137)
(1, 146.6769998073578)
(2, 146.81399989128113)
(3, 147.1639997959137)
(0, 150.66299986839294)
(1, 150.96999979019165)
(2, 151.2079999446869)
(3, 151.5149998664856)
(0, 152.1139998435974)
(1, 152.31399989128113)
(2, 152.6139998435974)
(0, 156.01399993896484)
(1, 156.21399998664856)
(2, 156.5199999809265)
(3, 156.6639997959137)
(2, 156.9319999217987)
(0, 157.31399989128113)
(1, 157.61899995803833)
(2, 157.7630000114441)
(3, 158.06299996376038)
(2, 158.32299995422363)
(0, 161.71399998664856)
(1, 161.99199986457825)
(2, 162.26399993896484)
(3, 162.51399993896484)
(2, 162.77099990844727)
(0, 163.01799988746643)
(1, 163.27099990844727)
(2, 163.51799988746643)
(3, 163.6639997959137)
(0, 167.3639998435974)
(1, 167.56399989128113)
(2, 167.85099983215332)
(3, 168.01399993896484)
(2, 168.3199999332428)
(0, 168.55999994277954)
(1, 168.7149999141693)
(2, 169.07699990272522)
(3, 169.26599979400635)
(3, 170.87099981307983)
(2, 171.56399989128113)
(0, 173.51399993896484)
(1, 174.27300000190735)
(2, 176.31399989128113)
(3, 177.1139998435974)
(0, 179.117999792099)
(1, 179.9139997959137)
